Conference,Year,Title,Award,authornum,authornum_77,PaperType,Link,cite,cite_log,cite_log_one
VAST,2014,"Analyzing High-dimensional Multivariate Network Links with Integrated Anomaly Detection, Highlighting and Exploration",0,9,6.93,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042484,33,1.51851394,0.476520034
InfoVis,2014,Combing the Communication Hairball: Visualizing Parallel Execution Traces using Logical Time,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346456,33,1.51851394,0.476520034
InfoVis,2014,Design Activity Framework for Visualization Design,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346331,33,1.51851394,0.476520034
SciVis,2014,Characterizing Molecular Interactions in Chemical Systems,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346403,34,1.531478917,0.480588532
VAST,2014,Visual Exploration of Sparse Traffic Trajectory Data,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346746,34,1.531478917,0.480588532
SciVis,2014,Visualization of Brain Microstructure Through Spherical Harmonics Illumination of High Fidelity Spatio-Angular Fields,BP,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346411,34,1.531478917,3
VAST,2014,An Insight- and Task-based Methodology for Evaluating Spatiotemporal Visual Analytics,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042482,36,1.556302501,0.488378342
SciVis,2014,FLDA: Latent Dirichlet Allocation Based Unsteady Flow Analysis,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346416,36,1.556302501,0.488378342
InfoVis,2014,DimpVis: Exploring Time-varying Information Visualizations by Direct Manipulation,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346250,37,1.568201724,0.4921124
InfoVis,2014,"Node, Node-Link, and Node-Link-Group Diagrams: An Evaluation",0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346422,38,1.579783597,0.49574687
VAST,2014,VASA: Interactive Computational Steering of Large Asynchronous Simulation Pipelines for Societal Infrastructure,0,14,10.78,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346911,38,1.579783597,0.49574687
VAST,2014,Visual Reconciliation of Alternative Similarity Spaces in Climate Modeling,0,9,6.93,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346755,38,1.579783597,0.49574687
VAST,2014,Genotet: An Interactive Web-based Visual Exploration Framework to Support Validation of Gene Regulatory Networks,0,9,6.93,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346753,40,1.602059991,0.502737355
VAST,2014,TopicPanorama: A Full Picture of Relevant Topics,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042494,41,1.612783857,0.506102577
VAST,2014,Feedback-Driven Interactive Exploration of Large Multidimensional Data Supported by Visual Classifier,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042480,42,1.62324929,0.509386702
InfoVis,2014,PanoramicData: Data Analysis through Pen & Touch,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346293,42,1.62324929,0.509386702
InfoVis,2014,"Domino: Extracting, Comparing, and Manipulating Subsets Across Multiple Tabular Datasets",HM,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346260,43,1.633468456,3
InfoVis,2014,Nmap: A Novel Neighborhood Preservation Space-filling Algorithm,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346276,43,1.633468456,0.512593545
VAST,2014,Visual Analysis of Patterns in Multiple Amino Acid Mutation Graphs,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042485,43,1.633468456,0.512593545
VAST,2014,Weaving a Carpet from Log Entries: A Network Security Visualization Built with Co-Creation,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042483,43,1.633468456,0.512593545
SciVis,2014,Advection-Based Sparse Data Management for Visualizing Unsteady Flow,0,8,6.16,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346418,45,1.653212514,0.518789365
InfoVis,2014,Comparative Eye Tracking Study on Node-Link Visualizations of Trajectories,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346420,45,1.653212514,0.518789365
VAST,2014,DIA2: Web-based Cyberinfrastructure for Visual Analysis of Funding Portfolios,0,8,6.16,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346747,48,1.681241237,0.52758497
VAST,2014,Visual Methods for Analyzing Probabilistic Classification Data,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346660,48,1.681241237,0.52758497
VAST,2014,"Towards Interactive, Intelligent, and Integrated Multimedia Analytics",0,2,1.54,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042476,49,1.69019608,0.530395061
SciVis,2014,Combined Visualization of Wall Thickness and Wall Shear Stress for the Evaluation of Aneurysms,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346406,50,1.698970004,0.533148378
VAST,2014,INFUSE: Interactive Feature Selection for Predictive Modeling of High Dimensional Data,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346482,50,1.698970004,0.533148378
VAST,2014,Feature-Driven Visual Analytics of Soccer Data,0,6,4.62,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042477,51,1.707570176,0.535847171
InfoVis,2014,A Principled Way of Assessing Visualization Literacy,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346984,52,1.716003344,0.538493556
VAST,2014,Visual Analysis of Public Utility Service Problems in a Metropolis,0,8,6.16,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346898,54,1.73239376,0.543636981
VAST,2014,#FluxFlow: Visual Analysis of Anomalous Information Spreading on Social Media,HM,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346922,55,1.740362689,3
InfoVis,2014,An Algebraic Process for Visualization Design,HM,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346325,55,1.740362689,3
VAST,2014,Opening the Black Box: Strategies for Increased User Involvement in Existing Algorithm Implementations,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346578,58,1.763427994,0.553375735
InfoVis,2014,Ranking Visualizations of Correlation Using Weber's Law,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346979,58,1.763427994,0.553375735
SciVis,2014,Multi-Charts for Comparative 3D Ensemble Visualization,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346448,62,1.792391689,0.56246474
SciVis,2014,Design and Evaluation of Interactive Proofreading Tools for Connectomics,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346371,65,1.812913357,0.56890458
InfoVis,2014,Attribute Signatures: Dynamic Visual Summaries for Analyzing Multivariate Geographical Data,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346265,68,1.832508913,0.575053799
VAST,2014,Visual Analytics for Complex Engineering Systems: Hybrid Visual Steering of Simulation Ensembles,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346744,72,1.857332496,0.582843609
InfoVis,2014,LiveGantt: Interactively Visualizing a Large Manufacturing Schedule,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346454,76,1.880813592,0.590212137
SciVis,2014,Vortex Cores of Inertial Particles,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346415,76,1.880813592,0.590212137
InfoVis,2014,Learning Perceptual Kernels for Visualization Design,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346978,77,1.886490725,0.59199366
InfoVis,2014,The Influence of Contour on Similarity Perception of Star Glyphs,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346426,77,1.886490725,0.59199366
VAST,2014,VAET: A Visual Analytics Approach for E-Transactions Time-Series,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346913,79,1.897627091,0.595488327
VAST,2014,Visualizing Mobility of Public Transportation System,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346893,82,1.913813852,0.600567843
InfoVis,2014,How Hierarchical Topics Evolve in Large Text Corpora,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346433,86,1.934498451,0.607058812
SciVis,2014,Conforming Morse-Smale Complexes,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346434,90,1.954242509,0.613254632
VAST,2014,Visual Abstraction and Exploration of Multi-class Scatterplots,0,8,6.16,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346594,96,1.982271233,0.622050237
VAST,2014,Proactive Spatiotemporal Resource Allocation and Predictive Visual Analytics for Community Policing and Law Enforcement,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346926,97,1.986771734,0.623462525
SciVis,2014,Curve Boxplot: Generalization of Boxplot for Ensembles of Curves,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346455,106,2.025305865,0.635554798
InfoVis,2014,The Effects of Interactive Latency on Exploratory Visual Analysis,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346452,107,2.029383778,0.636834474
SciVis,2014,Low-Pass Filtered Volumetric Shadows,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346333,113,2.053078443,0.644270022
InfoVis,2014,"Overview: The Design, Adoption, and Analysis of a Visual Document Mining Tool for Investigative Journalists",0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346431,113,2.053078443,0.644270022
SciVis,2014,Sparse PDF Volumes for Consistent Multi-Resolution Volume Rendering,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346324,121,2.08278537,0.653592259
InfoVis,2014,Tree Colors: Color Schemes for Tree-Structured Data,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346277,143,2.155336037,0.676359153
VAST,2014,LoyalTracker: Visualizing Loyalty Dynamics in Search Engines,HM,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346912,157,2.195899652,3
VAST,2014,PEARL: An Interactive Visual Analytic Tool for Understanding Personal Emotion Style Derived from Social Media,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042496,166,2.220108088,0.696685064
SciVis,2014,City Forensics: Using Visual Elements to Predict Non-Visual City Attributes,HM,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346446,189,2.276461804,3
InfoVis,2014,The Not-so-Staggering Effect of Staggered Animated Transitions on Visual Tracking,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346424,196,2.292256071,0.719325594
InfoVis,2014,OnSet: A Visualization Technique for Large-scale Binary Set Data,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346249,197,2.294466226,0.720019155
InfoVis,2014,Visual Parameter Space Analysis: A Conceptual Framework,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346321,295,2.469822016,0.775046998
VAST,2014,VarifocalReader -- In-Depth Visual Analysis of Large Text Documents,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346677,592,2.772321707,0.869973465
InfoVis,2015,"Evaluation of Parallel Coordinates: Overview, Categorization and Guidelines for Future Research",0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2466992,0,0,0
VAST,2015,Interactive visual steering of hierarchical simulation ensembles,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VAST.2015.7347635,1,0,0
SciVis,2015,Intuitive Exploration of Volumetric Data Using Dynamic Galleries,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467294,2,0.301029996,0.094465266
SciVis,2015,Adaptive Multilinear Tensor Product Wavelets,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467412,3,0.477121255,0.149723905
SciVis,2015,Explicit Frequency Control for High-Quality Texture-Based Flow Visualization,0,2,1.54,conference paper,http://dx.doi.org/10.1109/SciVis.2015.7429490,3,0.477121255,0.149723905
SciVis,2015,Real-Time Molecular Visualization Supporting Diffuse Interreflections and Ambient Occlusion,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467293,3,0.477121255,0.149723905
SciVis,2015,Auto-Calibration of Multi-Projector Displays with a Single Handheld Camera,0,4,3.08,conference paper,http://dx.doi.org/10.1109/SciVis.2015.7429493,4,0.602059991,0.188930533
InfoVis,2015,"Improving Bayesian Reasoning: The Effects of Phrasing, Visualization, and Spatial Ability",0,8,6.16,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467758,5,0.698970004,0.219341556
SciVis,2015,Reconstruction and Visualization of Coordinated 3D Cell Migration Based on Optical Flow,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467291,5,0.698970004,0.219341556
SciVis,2015,TelCoVis: Visual Exploration of Co-occurrence in Urban Human Mobility Based on Telco Data,0,8,6.16,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467194,5,0.698970004,0.219341556
InfoVis,2015,Beyond Memorability: Visualization Recognition and Recall,0,8,6.16,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467732,6,0.77815125,0.244189171
VAST,2015,"VAiRoma: A Visual Analytics System for Making Sense of Places, Times, and Events in Roman History",0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467971,6,0.77815125,0.244189171
InfoVis,2015,A Psychophysical Investigation of Size as a Physical Variable,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467951,7,0.84509804,0.26519753
SciVis,2015,"Extracting, Tracking, and Visualizing Magnetic Flux Vortices in 3D Complex-Valued Superconductor Simulation Data",0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2466838,7,0.84509804,0.26519753
SciVis,2015,Interactive Visualization for Singular Fibers of Functions f : R3 -> R2,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467433,7,0.84509804,0.26519753
InfoVis,2015,Spatial Reasoning and Data Displays,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2469125,7,0.84509804,0.26519753
SciVis,2015,Visualization and Analysis of Rotating Stall for Transonic Jet Engine Simulation,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467952,7,0.84509804,0.26519753
SciVis,2015,A Visual Voting Framework for Weather Forecast Calibration,0,8,6.16,conference paper,http://dx.doi.org/10.1109/SciVis.2015.7429488,8,0.903089987,0.283395799
SciVis,2015,Effectiveness of Structured Textures on Dynamically Changing Terrain-like Surfaces,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467962,8,0.903089987,0.283395799
InfoVis,2015,SchemeLens: A Content-Aware Vector-Based Fisheye Technique for Navigating Large Systems Diagrams,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467035,8,0.903089987,0.283395799
VAST,2015,Integrating predictive analytics into a spatiotemporal epidemic simulation,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2015.7347626,9,0.954242509,0.29944781
SciVis,2015,Multi-field Pattern Matching based on Sparse Feature Sampling,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467292,9,0.954242509,0.29944781
InfoVis,2015,A comparative study between RadViz and Star Coordinates,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467324,10,1,0.313806822
SciVis,2015,Using Maximum Topology Matching to Explore Differences in Species Distribution Models,0,5,3.85,conference paper,http://dx.doi.org/10.1109/SciVis.2015.7429486,10,1,0.313806822
SciVis,2015,Mining Graphs for Understanding Time-Varying Volumetric Data,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2468031,12,1.079181246,0.338654437
SciVis,2015,Feature-Based Tensor Field Visualization for Fiber Reinforced Polymers,0,3,2.31,conference paper,http://dx.doi.org/10.1109/SciVis.2015.7429491,13,1.113943352,0.349563024
VAST,2015,FPSSeer: Visual analysis of game frame rate data,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VAST.2015.7347633,13,1.113943352,0.349563024
SciVis,2015,Anisotropic Ambient Volume Shading,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467963,15,1.176091259,0.369065461
SciVis,2015,CPU Ray Tracing Large Particle Data with Balanced P-k-d Trees,0,6,4.62,conference paper,http://dx.doi.org/10.1109/SciVis.2015.7429492,15,1.176091259,0.369065461
InfoVis,2015,Poemage: Visualizing the Sonic Topology of a Poem,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467811,15,1.176091259,0.369065461
VAST,2015,TrajGraph: A Graph-Based Visual Analytics Approach to Studying Urban Network Centralities Using Taxi Trajectory Data,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467771,15,1.176091259,0.369065461
VAST,2015,Characterizing Provenance in Visualization and Data Analysis: An Organizational Framework of Provenance Types and Purposes,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467551,16,1.204119983,0.377861065
VAST,2015,Collaborative visual analysis with RCloud,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2015.7347627,16,1.204119983,0.377861065
SciVis,2015,CAST: Effective and Efficient User Interaction for Context-Aware Selection in 3D Particle Clouds,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467202,17,1.230448921,0.386123266
VAST,2015,Supporting activity recognition by visual analytics,0,8,6.16,conference paper,http://dx.doi.org/10.1109/VAST.2015.7347629,17,1.230448921,0.386123266
VAST,2015,"The Role of Uncertainty, Awareness, and Trust in Visual Analytics",0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467591,17,1.230448921,0.386123266
SciVis,2015,Visual Verification of Space Weather Ensemble Simulations,0,6,4.62,conference paper,http://dx.doi.org/10.1109/SciVis.2015.7429487,17,1.230448921,0.386123266
SciVis,2015,Distribution Driven Extraction and Tracking of Features for Time-varying Data Analysis,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467436,18,1.255272505,0.393913076
InfoVis,2015,"Matches, Mismatches, and Methods: Multiple-View Workflows for Energy Portfolio Analysis",0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2466971,18,1.255272505,0.393913076
VAST,2015,Visual Analytics for Development and Evaluation of Order Selection Criteria for Autoregressive Processes,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2015.2467612,18,1.255272505,0.393913076
